p,algo,modelo_desc,tasa_pesada
3,qda,adulto ~ long.largo + long.diametro + peso.total,0.7957864496049797
3,qda,adulto ~ long.largo + long.diametro + peso.viscera,0.7898012927938712
3,qda,adulto ~ long.largo + peso.desenvainado + peso.caparazon,0.7807038544409863
3,qda,adulto ~ long.largo + peso.desenvainado + peso.viscera,0.7785491979889874
3,qda,adulto ~ long.largo + peso.total + peso.caparazon,0.7854919798898731
3,qda,adulto ~ long.largo + peso.total + peso.desenvainado,0.7895618865214269
3,qda,adulto ~ long.largo + peso.total + peso.viscera,0.7821402920756524
3,qda,adulto ~ long.largo + peso.viscera + peso.caparazon,0.7778309791716543
3,qda,adulto ~ peso.desenvainado + peso.viscera + peso.caparazon,0.7821402920756524
3,qda,adulto ~ peso.total + peso.desenvainado + peso.caparazon,0.7802250418960976
3,qda,adulto ~ peso.total + peso.desenvainado + peso.viscera,0.7826191046205411
3,qda,adulto ~ peso.total + peso.viscera + peso.caparazon,0.7823796983480967
3,rlog,adulto ~ anillos + long.altura + peso.caparazon,0.8048838879578645
3,rlog,adulto ~ anillos + long.altura + peso.desenvainado,0.8075173569547522
3,rlog,adulto ~ anillos + long.altura + peso.total,0.8082355757720853
3,rlog,adulto ~ anillos + long.altura + peso.viscera,0.8127842949485277
3,rlog,adulto ~ anillos + long.diametro + long.altura,0.8034474503231984
3,rlog,adulto ~ anillos + long.diametro + peso.caparazon,0.8022504189609768
3,rlog,adulto ~ anillos + long.diametro + peso.desenvainado,0.8070385444098636
3,rlog,adulto ~ anillos + long.diametro + peso.total,0.8168542015800814
3,rlog,adulto ~ anillos + long.diametro + peso.viscera,0.8180512329423031
3,rlog,adulto ~ anillos + long.largo + long.altura,0.8017716064160881
3,rlog,adulto ~ anillos + long.largo + long.diametro,0.8032080440507541
3,rlog,adulto ~ anillos + long.largo + peso.caparazon,0.8039262628680871
3,rlog,adulto ~ anillos + long.largo + peso.desenvainado,0.8099114196791956
3,rlog,adulto ~ anillos + long.largo + peso.total,0.8230787646636342
3,rlog,adulto ~ anillos + long.largo + peso.viscera,0.8223605458463011
3,rlog,adulto ~ anillos + peso.desenvainado + peso.caparazon,0.8067991381374192
3,rlog,adulto ~ anillos + peso.desenvainado + peso.viscera,0.8127842949485277
3,rlog,adulto ~ anillos + peso.total + peso.caparazon,0.8106296384965286
3,rlog,adulto ~ anillos + peso.total + peso.desenvainado,0.8106296384965286
3,rlog,adulto ~ anillos + peso.total + peso.viscera,0.811587263586306
3,rlog,adulto ~ anillos + peso.viscera + peso.caparazon,0.8127842949485277
3,rlog,adulto ~ long.altura + peso.desenvainado + peso.caparazon,0.7986593248743117
3,rlog,adulto ~ long.altura + peso.desenvainado + peso.viscera,0.8053627005027532
3,rlog,adulto ~ long.altura + peso.total + peso.caparazon,0.7977016997845343
3,rlog,adulto ~ long.altura + peso.total + peso.desenvainado,0.8020110126885325
3,rlog,adulto ~ long.altura + peso.total + peso.viscera,0.8000957625089777
3,rlog,adulto ~ long.altura + peso.viscera + peso.caparazon,0.8036868565956428
3,rlog,adulto ~ long.diametro + long.altura + peso.caparazon,0.798898731146756
3,rlog,adulto ~ long.diametro + long.altura + peso.desenvainado,0.7919559492458702
3,rlog,adulto ~ long.diametro + long.altura + peso.total,0.7993775436916447
3,rlog,adulto ~ long.diametro + long.altura + peso.viscera,0.8051232942303088
3,rlog,adulto ~ long.diametro + peso.desenvainado + peso.caparazon,0.7943500119703136
3,rlog,adulto ~ long.diametro + peso.desenvainado + peso.viscera,0.8024898252334212
3,rlog,adulto ~ long.diametro + peso.total + peso.caparazon,0.7986593248743117
3,rlog,adulto ~ long.diametro + peso.total + peso.desenvainado,0.8079961694996409
3,rlog,adulto ~ long.diametro + peso.total + peso.viscera,0.8020110126885325
3,rlog,adulto ~ long.diametro + peso.viscera + peso.caparazon,0.8029686377783098
3,rlog,adulto ~ long.largo + long.altura + peso.caparazon,0.8010533875987551
3,rlog,adulto ~ long.largo + long.altura + peso.desenvainado,0.794589418242758
3,rlog,adulto ~ long.largo + long.altura + peso.total,0.8079961694996409
3,rlog,adulto ~ long.largo + long.altura + peso.viscera,0.8108690447689729
3,rlog,adulto ~ long.largo + long.diametro + long.altura,0.795307637060091
3,rlog,adulto ~ long.largo + long.diametro + peso.caparazon,0.7965046684223127
3,rlog,adulto ~ long.largo + long.diametro + peso.desenvainado,0.7866890112520948
3,rlog,adulto ~ long.largo + long.diametro + peso.total,0.8046444816854201
3,rlog,adulto ~ long.largo + long.diametro + peso.viscera,0.8082355757720853
3,rlog,adulto ~ long.largo + peso.desenvainado + peso.caparazon,0.7969834809672013
3,rlog,adulto ~ long.largo + peso.desenvainado + peso.viscera,0.8051232942303088
3,rlog,adulto ~ long.largo + peso.total + peso.caparazon,0.8034474503231984
3,rlog,adulto ~ long.largo + peso.total + peso.desenvainado,0.8111084510414173
3,rlog,adulto ~ long.largo + peso.total + peso.viscera,0.8094326071343069
3,rlog,adulto ~ long.largo + peso.viscera + peso.caparazon,0.8111084510414173
3,rlog,adulto ~ peso.desenvainado + peso.viscera + peso.caparazon,0.8017716064160881
3,rlog,adulto ~ peso.total + peso.desenvainado + peso.caparazon,0.8032080440507541
3,rlog,adulto ~ peso.total + peso.desenvainado + peso.viscera,0.8039262628680871
3,rlog,adulto ~ peso.total + peso.viscera + peso.caparazon,0.8003351687814221
4,adc,adulto ~ anillos + long.altura + peso.desenvainado + peso.caparazon,0.7826191046205411
4,adc,adulto ~ anillos + long.altura + peso.desenvainado + peso.viscera,0.7888436677040939
4,adc,adulto ~ anillos + long.altura + peso.total + peso.caparazon,0.7826191046205411
4,adc,adulto ~ anillos + long.altura + peso.total + peso.desenvainado,0.7866890112520948
4,adc,adulto ~ anillos + long.altura + peso.total + peso.viscera,0.7833373234378741
4,adc,adulto ~ anillos + long.altura + peso.viscera + peso.caparazon,0.7814220732583194
4,adc,adulto ~ anillos + long.diametro + long.altura + peso.caparazon,0.779746229351209
4,adc,adulto ~ anillos + long.diametro + long.altura + peso.desenvainado,0.7854919798898731
4,adc,adulto ~ anillos + long.diametro + long.altura + peso.total,0.7919559492458702
4,adc,adulto ~ anillos + long.diametro + long.altura + peso.viscera,0.781182666985875
4,adc,adulto ~ anillos + long.diametro + peso.desenvainado + peso.caparazon,0.7886042614316495
4,adc,adulto ~ anillos + long.diametro + peso.desenvainado + peso.viscera,0.7917165429734259
4,adc,adulto ~ anillos + long.diametro + peso.total + peso.caparazon,0.7933923868805363
4,adc,adulto ~ anillos + long.diametro + peso.total + peso.desenvainado,0.7941106056978693
4,adc,adulto ~ anillos + long.diametro + peso.total + peso.viscera,0.7924347617907589
4,adc,adulto ~ anillos + long.diametro + peso.viscera + peso.caparazon,0.7898012927938712
4,adc,adulto ~ anillos + long.largo + long.altura + peso.caparazon,0.7787886042614316
4,adc,adulto ~ anillos + long.largo + long.altura + peso.desenvainado,0.7881254488867608
4,adc,adulto ~ anillos + long.largo + long.altura + peso.total,0.7969834809672013
4,adc,adulto ~ anillos + long.largo + long.altura + peso.viscera,0.7866890112520948
4,adc,adulto ~ anillos + long.largo + long.diametro + long.altura,0.799616949964089
4,adc,adulto ~ anillos + long.largo + long.diametro + peso.caparazon,0.795307637060091
4,adc,adulto ~ anillos + long.largo + long.diametro + peso.desenvainado,0.8065597318649749
4,adc,adulto ~ anillos + long.largo + long.diametro + peso.total,0.8113478573138616
4,adc,adulto ~ anillos + long.largo + long.diametro + peso.viscera,0.8046444816854201
4,adc,adulto ~ anillos + long.largo + peso.desenvainado + peso.caparazon,0.7890830739765382
4,adc,adulto ~ anillos + long.largo + peso.desenvainado + peso.viscera,0.7950682307876467
4,adc,adulto ~ anillos + long.largo + peso.total + peso.caparazon,0.8012927938711994
4,adc,adulto ~ anillos + long.largo + peso.total + peso.desenvainado,0.79746229351209
4,adc,adulto ~ anillos + long.largo + peso.total + peso.viscera,0.796744074694757
4,adc,adulto ~ anillos + long.largo + peso.viscera + peso.caparazon,0.7907589178836486
4,adc,adulto ~ anillos + peso.desenvainado + peso.viscera + peso.caparazon,0.7907589178836486
4,adc,adulto ~ anillos + peso.total + peso.desenvainado + peso.caparazon,0.7878860426143165
4,adc,adulto ~ anillos + peso.total + peso.desenvainado + peso.viscera,0.7912377304285372
4,adc,adulto ~ anillos + peso.total + peso.viscera + peso.caparazon,0.7878860426143165
4,adc,adulto ~ long.altura + peso.desenvainado + peso.viscera + peso.caparazon,0.7696911659085468
4,adc,adulto ~ long.altura + peso.total + peso.desenvainado + peso.caparazon,0.7651424467321044
4,adc,adulto ~ long.altura + peso.total + peso.desenvainado + peso.viscera,0.7696911659085468
4,adc,adulto ~ long.altura + peso.total + peso.viscera + peso.caparazon,0.7646636341872157
4,adc,adulto ~ long.diametro + long.altura + peso.desenvainado + peso.caparazon,0.7646636341872157
4,adc,adulto ~ long.diametro + long.altura + peso.desenvainado + peso.viscera,0.7728034474503231
4,adc,adulto ~ long.diametro + long.altura + peso.total + peso.caparazon,0.7711276035432129
4,adc,adulto ~ long.diametro + long.altura + peso.total + peso.desenvainado,0.7728034474503231
4,adc,adulto ~ long.diametro + long.altura + peso.total + peso.viscera,0.7696911659085468
4,adc,adulto ~ long.diametro + long.altura + peso.viscera + peso.caparazon,0.7625089777352166
4,adc,adulto ~ long.diametro + peso.desenvainado + peso.viscera + peso.caparazon,0.7763945415369883
4,adc,adulto ~ long.diametro + peso.total + peso.desenvainado + peso.caparazon,0.7728034474503231
4,adc,adulto ~ long.diametro + peso.total + peso.desenvainado + peso.viscera,0.7742398850849892
4,adc,adulto ~ long.diametro + peso.total + peso.viscera + peso.caparazon,0.7735216662676562
4,adc,adulto ~ long.largo + long.altura + peso.desenvainado + peso.caparazon,0.7711276035432129
4,adc,adulto ~ long.largo + long.altura + peso.desenvainado + peso.viscera,0.7790280105338759
4,adc,adulto ~ long.largo + long.altura + peso.total + peso.caparazon,0.7799856356236533
4,adc,adulto ~ long.largo + long.altura + peso.total + peso.desenvainado,0.7785491979889874
4,adc,adulto ~ long.largo + long.altura + peso.total + peso.viscera,0.7747186976298779
4,adc,adulto ~ long.largo + long.altura + peso.viscera + peso.caparazon,0.7716064160881015
4,adc,adulto ~ long.largo + long.diametro + long.altura + peso.caparazon,0.7704093847258798
4,adc,adulto ~ long.largo + long.diametro + long.altura + peso.desenvainado,0.7790280105338759
4,adc,adulto ~ long.largo + long.diametro + long.altura + peso.total,0.7878860426143165
4,adc,adulto ~ long.largo + long.diametro + long.altura + peso.viscera,0.780464448168542
4,adc,adulto ~ long.largo + long.diametro + peso.desenvainado + peso.caparazon,0.7790280105338759
4,adc,adulto ~ long.largo + long.diametro + peso.desenvainado + peso.viscera,0.7893224802489825
4,adc,adulto ~ long.largo + long.diametro + peso.total + peso.caparazon,0.7842949485276515
4,adc,adulto ~ long.largo + long.diametro + peso.total + peso.desenvainado,0.7902801053387599
4,adc,adulto ~ long.largo + long.diametro + peso.total + peso.viscera,0.7895618865214269
4,adc,adulto ~ long.largo + long.diametro + peso.viscera + peso.caparazon,0.7799856356236533
4,adc,adulto ~ long.largo + peso.desenvainado + peso.viscera + peso.caparazon,0.7792674168063203
4,adc,adulto ~ long.largo + peso.total + peso.desenvainado + peso.caparazon,0.7773521666267657
4,adc,adulto ~ long.largo + peso.total + peso.desenvainado + peso.viscera,0.7780703854440987
4,adc,adulto ~ long.largo + peso.total + peso.viscera + peso.caparazon,0.7756763227196553
4,adc,adulto ~ peso.total + peso.desenvainado + peso.viscera + peso.caparazon,0.7730428537227675
4,adl,adulto ~ anillos + long.altura + peso.desenvainado + peso.caparazon,0.8077567632271966
4,adl,adulto ~ anillos + long.altura + peso.desenvainado + peso.viscera,0.8125448886760833
4,adl,adulto ~ anillos + long.altura + peso.total + peso.caparazon,0.8094326071343069
4,adl,adulto ~ anillos + long.altura + peso.total + peso.desenvainado,0.8096720134067512
4,adl,adulto ~ anillos + long.altura + peso.total + peso.viscera,0.811587263586306
4,adl,adulto ~ anillos + long.altura + peso.viscera + peso.caparazon,0.8135025137658607
4,adl,adulto ~ anillos + long.diametro + long.altura + peso.caparazon,0.8024898252334212
4,adl,adulto ~ anillos + long.diametro + long.altura + peso.desenvainado,0.8000957625089777
4,adl,adulto ~ anillos + long.diametro + long.altura + peso.total,0.8012927938711994
4,adl,adulto ~ anillos + long.diametro + long.altura + peso.viscera,0.8051232942303088
4,adl,adulto ~ anillos + long.diametro + peso.desenvainado + peso.caparazon,0.799616949964089
4,adl,adulto ~ anillos + long.diametro + peso.desenvainado + peso.viscera,0.8041656691405314
4,adl,adulto ~ anillos + long.diametro + peso.total + peso.caparazon,0.8020110126885325
4,adl,adulto ~ anillos + long.diametro + peso.total + peso.desenvainado,0.8000957625089777
4,adl,adulto ~ anillos + long.diametro + peso.total + peso.viscera,0.8041656691405314
4,adl,adulto ~ anillos + long.diametro + peso.viscera + peso.caparazon,0.8039262628680871
4,adl,adulto ~ anillos + long.largo + long.altura + peso.caparazon,0.8003351687814221
4,adl,adulto ~ anillos + long.largo + long.altura + peso.desenvainado,0.8010533875987551
4,adl,adulto ~ anillos + long.largo + long.altura + peso.total,0.8010533875987551
4,adl,adulto ~ anillos + long.largo + long.altura + peso.viscera,0.8058415130476418
4,adl,adulto ~ anillos + long.largo + long.diametro + long.altura,0.8010533875987551
4,adl,adulto ~ anillos + long.largo + long.diametro + peso.caparazon,0.8015322001436438
4,adl,adulto ~ anillos + long.largo + long.diametro + peso.desenvainado,0.8044050754129758
4,adl,adulto ~ anillos + long.largo + long.diametro + peso.total,0.8060809193200862
4,adl,adulto ~ anillos + long.largo + long.diametro + peso.viscera,0.8082355757720853
4,adl,adulto ~ anillos + long.largo + peso.desenvainado + peso.caparazon,0.7986593248743117
4,adl,adulto ~ anillos + long.largo + peso.desenvainado + peso.viscera,0.8046444816854201
4,adl,adulto ~ anillos + long.largo + peso.total + peso.caparazon,0.8024898252334212
4,adl,adulto ~ anillos + long.largo + peso.total + peso.desenvainado,0.8000957625089777
4,adl,adulto ~ anillos + long.largo + peso.total + peso.viscera,0.8046444816854201
4,adl,adulto ~ anillos + long.largo + peso.viscera + peso.caparazon,0.8039262628680871
4,adl,adulto ~ anillos + peso.desenvainado + peso.viscera + peso.caparazon,0.813741920038305
4,adl,adulto ~ anillos + peso.total + peso.desenvainado + peso.caparazon,0.8135025137658607
4,adl,adulto ~ anillos + peso.total + peso.desenvainado + peso.viscera,0.813741920038305
4,adl,adulto ~ anillos + peso.total + peso.viscera + peso.caparazon,0.8142207325831937
4,adl,adulto ~ long.altura + peso.desenvainado + peso.viscera + peso.caparazon,0.8027292315058655
4,adl,adulto ~ long.altura + peso.total + peso.desenvainado + peso.caparazon,0.8005745750538664
4,adl,adulto ~ long.altura + peso.total + peso.desenvainado + peso.viscera,0.8046444816854201
4,adl,adulto ~ long.altura + peso.total + peso.viscera + peso.caparazon,0.8012927938711994
4,adl,adulto ~ long.diametro + long.altura + peso.desenvainado + peso.caparazon,0.7924347617907589
4,adl,adulto ~ long.diametro + long.altura + peso.desenvainado + peso.viscera,0.7969834809672013
4,adl,adulto ~ long.diametro + long.altura + peso.total + peso.caparazon,0.7926741680632032
4,adl,adulto ~ long.diametro + long.altura + peso.total + peso.desenvainado,0.794589418242758
4,adl,adulto ~ long.diametro + long.altura + peso.total + peso.viscera,0.7965046684223127
4,adl,adulto ~ long.diametro + long.altura + peso.viscera + peso.caparazon,0.79746229351209
4,adl,adulto ~ long.diametro + peso.desenvainado + peso.viscera + peso.caparazon,0.7962652621498684
4,adl,adulto ~ long.diametro + peso.total + peso.desenvainado + peso.caparazon,0.7948288245152023
4,adl,adulto ~ long.diametro + peso.total + peso.desenvainado + peso.viscera,0.796025855877424
4,adl,adulto ~ long.diametro + peso.total + peso.viscera + peso.caparazon,0.7950682307876467
4,adl,adulto ~ long.largo + long.altura + peso.desenvainado + peso.caparazon,0.7914771367009815
4,adl,adulto ~ long.largo + long.altura + peso.desenvainado + peso.viscera,0.7991381374192004
4,adl,adulto ~ long.largo + long.altura + peso.total + peso.caparazon,0.7933923868805363
4,adl,adulto ~ long.largo + long.altura + peso.total + peso.desenvainado,0.7955470433325353
4,adl,adulto ~ long.largo + long.altura + peso.total + peso.viscera,0.7969834809672013
4,adl,adulto ~ long.largo + long.altura + peso.viscera + peso.caparazon,0.7972228872396456
4,adl,adulto ~ long.largo + long.diametro + long.altura + peso.caparazon,0.7962652621498684
4,adl,adulto ~ long.largo + long.diametro + long.altura + peso.desenvainado,0.7948288245152023
4,adl,adulto ~ long.largo + long.diametro + long.altura + peso.total,0.7957864496049797
4,adl,adulto ~ long.largo + long.diametro + long.altura + peso.viscera,0.8012927938711994
4,adl,adulto ~ long.largo + long.diametro + peso.desenvainado + peso.caparazon,0.796744074694757
4,adl,adulto ~ long.largo + long.diametro + peso.desenvainado + peso.viscera,0.798898731146756
4,adl,adulto ~ long.largo + long.diametro + peso.total + peso.caparazon,0.7962652621498684
4,adl,adulto ~ long.largo + long.diametro + peso.total + peso.desenvainado,0.7979411060569787
4,adl,adulto ~ long.largo + long.diametro + peso.total + peso.viscera,0.7984199186018673
4,adl,adulto ~ long.largo + long.diametro + peso.viscera + peso.caparazon,0.7991381374192004
4,adl,adulto ~ long.largo + peso.desenvainado + peso.viscera + peso.caparazon,0.793871199425425
4,adl,adulto ~ long.largo + peso.total + peso.desenvainado + peso.caparazon,0.7933923868805363
4,adl,adulto ~ long.largo + peso.total + peso.desenvainado + peso.viscera,0.795307637060091
4,adl,adulto ~ long.largo + peso.total + peso.viscera + peso.caparazon,0.793871199425425
4,adl,adulto ~ peso.total + peso.desenvainado + peso.viscera + peso.caparazon,0.8003351687814221
4,kvmc,adulto ~ anillos + long.altura + peso.desenvainado + peso.caparazon,0.75628441465166385
4,kvmc,adulto ~ anillos + long.altura + peso.desenvainado + peso.viscera,0.7706487909983242
4,kvmc,adulto ~ anillos + long.altura + peso.total + peso.caparazon,0.7672971031841034
4,kvmc,adulto ~ anillos + long.altura + peso.total + peso.desenvainado,0.7584390711036629
4,kvmc,adulto ~ anillos + long.altura + peso.total + peso.viscera,0.7574814460138856
4,kvmc,adulto ~ anillos + long.altura + peso.viscera + peso.caparazon,0.7603543212832177
4,kvmc,adulto ~ anillos + long.diametro + long.altura + peso.caparazon,0.7543691644721092
4,kvmc,adulto ~ anillos + long.diametro + long.altura + peso.desenvainado,0.7574814460138856
4,kvmc,adulto ~ anillos + long.diametro + long.altura + peso.total,0.7661000718218818
4,kvmc,adulto ~ anillos + long.diametro + long.altura + peso.viscera,0.7665788843667705
4,kvmc,adulto ~ anillos + long.diametro + peso.desenvainado + peso.caparazon,0.7558056021067752
4,kvmc,adulto ~ anillos + long.diametro + peso.desenvainado + peso.viscera,0.7550873832894421
4,kvmc,adulto ~ anillos + long.diametro + peso.total + peso.caparazon,0.7586784773761073
4,kvmc,adulto ~ anillos + long.diametro + peso.total + peso.desenvainado,0.7672971031841034
4,kvmc,adulto ~ anillos + long.diametro + peso.total + peso.viscera,0.7699305721809911
4,kvmc,adulto ~ anillos + long.diametro + peso.viscera + peso.caparazon,0.7589178836485516
4,kvmc,adulto ~ anillos + long.largo + long.altura + peso.caparazon,0.75628441465166385
4,kvmc,adulto ~ anillos + long.largo + long.altura + peso.desenvainado,0.7613119463729949
4,kvmc,adulto ~ anillos + long.largo + long.altura + peso.total,0.7704093847258798
4,kvmc,adulto ~ anillos + long.largo + long.altura + peso.viscera,0.7663394780943261
4,kvmc,adulto ~ anillos + long.largo + long.diametro + long.altura,0.7550873832894421
4,kvmc,adulto ~ anillos + long.largo + long.diametro + peso.caparazon,0.759875508738329
4,kvmc,adulto ~ anillos + long.largo + long.diametro + peso.desenvainado,0.75628441465166385
4,kvmc,adulto ~ anillos + long.largo + long.diametro + peso.total,0.7632271965525497
4,kvmc,adulto ~ anillos + long.largo + long.diametro + peso.viscera,0.7644242279147714
4,kvmc,adulto ~ anillos + long.largo + peso.desenvainado + peso.caparazon,0.760593727555662
4,kvmc,adulto ~ anillos + long.largo + peso.desenvainado + peso.viscera,0.7687335408187694
4,kvmc,adulto ~ anillos + long.largo + peso.total + peso.caparazon,0.7668182906392147
4,kvmc,adulto ~ anillos + long.largo + peso.total + peso.desenvainado,0.7699305721809911
4,kvmc,adulto ~ anillos + long.largo + peso.total + peso.viscera,0.7689729470912138
4,kvmc,adulto ~ anillos + long.largo + peso.viscera + peso.caparazon,0.7672971031841034
4,kvmc,adulto ~ anillos + peso.desenvainado + peso.viscera + peso.caparazon,0.75628441465166385
4,kvmc,adulto ~ anillos + peso.total + peso.desenvainado + peso.caparazon,0.7577208522863299
4,kvmc,adulto ~ anillos + peso.total + peso.desenvainado + peso.viscera,0.7538903519272205
4,kvmc,adulto ~ anillos + peso.total + peso.viscera + peso.caparazon,0.7593966961934403
4,kvmc,adulto ~ long.altura + peso.desenvainado + peso.viscera + peso.caparazon,0.7440746947570026
4,kvmc,adulto ~ long.altura + peso.total + peso.desenvainado + peso.caparazon,0.741441225760115
4,kvmc,adulto ~ long.altura + peso.total + peso.desenvainado + peso.viscera,0.745750538664113
4,kvmc,adulto ~ long.altura + peso.total + peso.viscera + peso.caparazon,0.7344984438592291
4,kvmc,adulto ~ long.diametro + long.altura + peso.desenvainado + peso.caparazon,0.7337802250418961
4,kvmc,adulto ~ long.diametro + long.altura + peso.desenvainado + peso.viscera,0.7428776633947809
4,kvmc,adulto ~ long.diametro + long.altura + peso.total + peso.caparazon,0.7431170696672252
4,kvmc,adulto ~ long.diametro + long.altura + peso.total + peso.desenvainado,0.7445535073018913
4,kvmc,adulto ~ long.diametro + long.altura + peso.total + peso.viscera,0.7471869762987791
4,kvmc,adulto ~ long.diametro + long.altura + peso.viscera + peso.caparazon,0.7416806320325593
4,kvmc,adulto ~ long.diametro + peso.desenvainado + peso.viscera + peso.caparazon,0.7560450083792195
4,kvmc,adulto ~ long.diametro + peso.total + peso.desenvainado + peso.caparazon,0.7553267895618865
4,kvmc,adulto ~ long.diametro + peso.total + peso.desenvainado + peso.viscera,0.7462293512090017
4,kvmc,adulto ~ long.diametro + peso.total + peso.viscera + peso.caparazon,0.7514962892027771
4,kvmc,adulto ~ long.largo + long.altura + peso.desenvainado + peso.caparazon,0.7474263825712234
4,kvmc,adulto ~ long.largo + long.altura + peso.desenvainado + peso.viscera,0.7347378501316735
4,kvmc,adulto ~ long.largo + long.altura + peso.total + peso.caparazon,0.7649030404596601
4,kvmc,adulto ~ long.largo + long.altura + peso.total + peso.desenvainado,0.7565238209241082
4,kvmc,adulto ~ long.largo + long.altura + peso.total + peso.viscera,0.7500598515681111
4,kvmc,adulto ~ long.largo + long.altura + peso.viscera + peso.caparazon,0.7572420397414412
4,kvmc,adulto ~ long.largo + long.diametro + long.altura + peso.caparazon,0.7531721331098875
4,kvmc,adulto ~ long.largo + long.diametro + long.altura + peso.desenvainado,0.7385683504907828
4,kvmc,adulto ~ long.largo + long.diametro + long.altura + peso.total,0.7546085707445535
4,kvmc,adulto ~ long.largo + long.diametro + long.altura + peso.viscera,0.7507780703854441
4,kvmc,adulto ~ long.largo + long.diametro + peso.desenvainado + peso.caparazon,0.7510174766578884
4,kvmc,adulto ~ long.largo + long.diametro + peso.desenvainado + peso.viscera,0.7431170696672252
4,kvmc,adulto ~ long.largo + long.diametro + peso.total + peso.caparazon,0.7579602585587742
4,kvmc,adulto ~ long.largo + long.diametro + peso.total + peso.desenvainado,0.7510174766578884
4,kvmc,adulto ~ long.largo + long.diametro + peso.total + peso.viscera,0.759875508738329
4,kvmc,adulto ~ long.largo + long.diametro + peso.viscera + peso.caparazon,0.7586784773761073
4,kvmc,adulto ~ long.largo + peso.desenvainado + peso.viscera + peso.caparazon,0.7574814460138856
4,kvmc,adulto ~ long.largo + peso.total + peso.desenvainado + peso.caparazon,0.7622695714627723
4,kvmc,adulto ~ long.largo + peso.total + peso.desenvainado + peso.viscera,0.7593966961934403
4,kvmc,adulto ~ long.largo + peso.total + peso.viscera + peso.caparazon,0.764184821642327
4,kvmc,adulto ~ peso.total + peso.desenvainado + peso.viscera + peso.caparazon,0.744314101029447
4,qda,adulto ~ anillos + long.altura + peso.desenvainado + peso.caparazon,0.7826191046205411
4,qda,adulto ~ anillos + long.altura + peso.desenvainado + peso.viscera,0.7888436677040939
4,qda,adulto ~ anillos + long.altura + peso.total + peso.caparazon,0.7826191046205411
4,qda,adulto ~ anillos + long.altura + peso.total + peso.desenvainado,0.7866890112520948
4,qda,adulto ~ anillos + long.altura + peso.total + peso.viscera,0.7833373234378741
4,qda,adulto ~ anillos + long.altura + peso.viscera + peso.caparazon,0.7814220732583194
4,qda,adulto ~ anillos + long.diametro + long.altura + peso.caparazon,0.779746229351209
4,qda,adulto ~ anillos + long.diametro + long.altura + peso.desenvainado,0.7854919798898731
4,qda,adulto ~ anillos + long.diametro + long.altura + peso.total,0.7919559492458702
4,qda,adulto ~ anillos + long.diametro + long.altura + peso.viscera,0.781182666985875
4,qda,adulto ~ anillos + long.diametro + peso.desenvainado + peso.caparazon,0.7886042614316495
4,qda,adulto ~ anillos + long.diametro + peso.desenvainado + peso.viscera,0.7917165429734259
4,qda,adulto ~ anillos + long.diametro + peso.total + peso.caparazon,0.7933923868805363
4,qda,adulto ~ anillos + long.diametro + peso.total + peso.desenvainado,0.7941106056978693
4,qda,adulto ~ anillos + long.diametro + peso.total + peso.viscera,0.7924347617907589
4,qda,adulto ~ anillos + long.diametro + peso.viscera + peso.caparazon,0.7898012927938712
4,qda,adulto ~ anillos + long.largo + long.altura + peso.caparazon,0.7787886042614316
4,qda,adulto ~ anillos + long.largo + long.altura + peso.desenvainado,0.7881254488867608
4,qda,adulto ~ anillos + long.largo + long.altura + peso.total,0.7969834809672013
4,qda,adulto ~ anillos + long.largo + long.altura + peso.viscera,0.7866890112520948
4,qda,adulto ~ anillos + long.largo + long.diametro + long.altura,0.799616949964089
4,qda,adulto ~ anillos + long.largo + long.diametro + peso.caparazon,0.795307637060091
4,qda,adulto ~ anillos + long.largo + long.diametro + peso.desenvainado,0.8065597318649749
4,qda,adulto ~ anillos + long.largo + long.diametro + peso.total,0.8113478573138616
4,qda,adulto ~ anillos + long.largo + long.diametro + peso.viscera,0.8046444816854201
4,qda,adulto ~ anillos + long.largo + peso.desenvainado + peso.caparazon,0.7890830739765382
4,qda,adulto ~ anillos + long.largo + peso.desenvainado + peso.viscera,0.7950682307876467
4,qda,adulto ~ anillos + long.largo + peso.total + peso.caparazon,0.8012927938711994
4,qda,adulto ~ anillos + long.largo + peso.total + peso.desenvainado,0.79746229351209
4,qda,adulto ~ anillos + long.largo + peso.total + peso.viscera,0.796744074694757
4,qda,adulto ~ anillos + long.largo + peso.viscera + peso.caparazon,0.7907589178836486
4,qda,adulto ~ anillos + peso.desenvainado + peso.viscera + peso.caparazon,0.7907589178836486
4,qda,adulto ~ anillos + peso.total + peso.desenvainado + peso.caparazon,0.7878860426143165
4,qda,adulto ~ anillos + peso.total + peso.desenvainado + peso.viscera,0.7912377304285372
4,qda,adulto ~ anillos + peso.total + peso.viscera + peso.caparazon,0.7878860426143165
4,qda,adulto ~ long.altura + peso.desenvainado + peso.viscera + peso.caparazon,0.7696911659085468
4,qda,adulto ~ long.altura + peso.total + peso.desenvainado + peso.caparazon,0.7651424467321044
4,qda,adulto ~ long.altura + peso.total + peso.desenvainado + peso.viscera,0.7696911659085468
4,qda,adulto ~ long.altura + peso.total + peso.viscera + peso.caparazon,0.7646636341872157
4,qda,adulto ~ long.diametro + long.altura + peso.desenvainado + peso.caparazon,0.7646636341872157
4,qda,adulto ~ long.diametro + long.altura + peso.desenvainado + peso.viscera,0.7728034474503231
4,qda,adulto ~ long.diametro + long.altura + peso.total + peso.caparazon,0.7711276035432129
